timestamp,regiao,consumo,capacidade_disponivel,prioridade,custo
2025-06-01 07:00:00,Sul,382.23,520.0,2,423.67
2025-06-01 07:00:00,Leste,305.91,420.0,1,335.64
2025-06-01 07:00:00,Oeste,367.26,560.0,2,406.77
2025-06-01 07:00:00,Centro,449.25,800.0,3,493.82
2025-06-01 08:00:00,Norte,436.1,640.0,3,468.94
2025-06-01 08:00:00,Sul,360.66,520.0,2,392.69
2025-06-01 08:00:00,Leste,242.19,420.0,1,265.38
2025-06-01 08:00:00,Oeste,356.07,560.0,2,387.97
2025-06-01 08:00:00,Centro,535.13,800.0,3,602.03
2025-06-01 09:00:00,Norte,322.64,640.0,3,209.53
2025-06-01 09:00:00,Sul,268.09,520.0,2,164.54
2025-06-01 09:00:00,Leste,230.83,420.0,1,145.07
2025-06-01 09:00:00,Oeste,289.84,560.0,2,181.86
2025-06-01 09:00:00,Centro,368.75,800.0,3,236.76
2025-06-01 10:00:00,Norte,368.53,640.0,3,244.69
2025-06-01 10:00:00,Sul,247.43,520.0,2,159.42
2025-06-01 10:00:00,Leste,190.66,420.0,1,123.8
2025-06-01 10:00:00,Oeste,267.16,560.0,2,177.51
2025-06-01 10:00:00,Centro,356.57,800.0,3,229.38
2025-06-01 11:00:00,Norte,298.44,640.0,3,189.7
2025-06-01 11:00:00,Sul,274.79,520.0,2,179.31
2025-06-01 11:00:00,Leste,219.83,420.0,1,148.12
2025-06-01 11:00:00,Oeste,305.75,560.0,2,190.35
2025-06-01 11:00:00,Centro,417.18,800.0,3,256.47
2025-06-01 12:00:00,Norte,318.37,640.0,3,219.16
2025-06-01 12:00:00,Sul,255.97,520.0,2,164.49
2025-06-01 12:00:00,Leste,212.86,420.0,1,138.44
2025-06-01 12:00:00,Oeste,280.6,560.0,2,178.14
2025-06-01 12:00:00,Centro,434.62,800.0,3,290.23
2025-06-01 13:00:00,Norte,314.57,640.0,3,206.45
2025-06-01 13:00:00,Sul,273.7,520.0,2,183.56
2025-06-01 13:00:00,Leste,216.6,420.0,1,143.8
2025-06-01 13:00:00,Oeste,274.1,560.0,2,172.3
2025-06-01 13:00:00,Centro,384.15,800.0,3,257.53
2025-06-01 14:00:00,Norte,345.03,640.0,3,225.28
2025-06-01 14:00:00,Sul,248.2,520.0,2,162.86
2025-06-01 14:00:00,Leste,237.95,420.0,1,161.11
2025-06-01 14:00:00,Oeste,264.69,560.0,2,171.82
2025-06-01 14:00:00,Centro,353.55,800.0,3,221.78
2025-06-01 15:00:00,Norte,324.82,640.0,3,211.29
2025-06-01 15:00:00,Sul,280.07,520.0,2,189.15
2025-06-01 15:00:00,Leste,224.03,420.0,1,151.53
2025-06-01 15:00:00,Oeste,267.75,560.0,2,167.99
2025-06-01 15:00:00,Centro,416.02,800.0,3,292.7
2025-06-01 16:00:00,Norte,329.13,640.0,3,206.35
2025-06-01 16:00:00,Sul,265.04,520.0,2,179.83
2025-06-01 16:00:00,Leste,192.62,420.0,1,128.3
2025-06-01 16:00:00,Oeste,266.31,560.0,2,179.88
2025-06-01 16:00:00,Centro,425.13,800.0,3,278.92
2025-06-01 17:00:00,Norte,371.2,640.0,3,238.24
2025-06-01 17:00:00,Sul,245.73,520.0,2,168.84
2025-06-01 17:00:00,Leste,195.28,420.0,1,135.52
2025-06-01 17:00:00,Oeste,279.1,560.0,2,175.63
2025-06-01 17:00:00,Centro,399.94,800.0,3,261.0
2025-06-01 18:00:00,Norte,437.15,640.0,3,479.19
2025-06-01 18:00:00,Sul,373.49,520.0,2,393.51
2025-06-01 18:00:00,Leste,274.18,420.0,1,300.16
2025-06-01 18:00:00,Oeste,418.76,560.0,2,443.95
2025-06-01 18:00:00,Centro,529.13,800.0,3,569.95
2025-06-01 19:00:00,Norte,414.98,640.0,3,461.79
2025-06-01 19:00:00,Sul,359.55,520.0,2,405.86
2025-06-01 19:00:00,Leste,273.43,420.0,1,302.24
2025-06-01 19:00:00,Oeste,404.28,560.0,2,452.01
2025-06-01 19:00:00,Centro,529.25,800.0,3,594.12
2025-06-01 20:00:00,Norte,408.35,640.0,3,463.91
2025-06-01 20:00:00,Sul,354.21,520.0,2,388.83
2025-06-01 20:00:00,Leste,288.05,420.0,1,321.75
2025-06-01 20:00:00,Oeste,417.01,560.0,2,457.53
2025-06-01 20:00:00,Centro,528.24,800.0,3,587.26
2025-06-01 21:00:00,Norte,409.69,640.0,3,436.76
2025-06-01 21:00:00,Sul,368.39,520.0,2,402.43
2025-06-01 21:00:00,Leste,302.43,420.0,1,326.46
2025-06-01 21:00:00,Oeste,313.12,560.0,2,346.2
2025-06-01 21:00:00,Centro,544.96,800.0,3,616.9
2025-06-01 22:00:00,Norte,333.45,640.0,3,218.81
2025-06-01 22:00:00,Sul,272.2,520.0,2,174.93
2025-06-01 22:00:00,Leste,211.3,420.0,1,131.63
2025-06-01 22:00:00,Oeste,291.63,560.0,2,184.86
2025-06-01 22:00:00,Centro,385.73,800.0,3,256.12
2025-06-01 23:00:00,Norte,343.44,640.0,3,216.32
2025-06-01 23:00:00,Sul,301.68,520.0,2,192.52
2025-06-01 23:00:00,Leste,224.03,420.0,1,149.88
2025-06-01 23:00:00,Oeste,285.02,560.0,2,186.24
2025-06-01 23:00:00,Centro,457.51,800.0,3,305.53
2025-06-02 00:00:00,Norte,331.4,640.0,3,203.32
2025-06-02 00:00:00,Sul,244.46,520.0,2,164.58
2025-06-02 00:00:00,Leste,213.26,420.0,1,134.55
2025-06-02 00:00:00,Oeste,265.61,560.0,2,171.02
2025-06-02 00:00:00,Centro,421.95,800.0,3,277.53
2025-06-02 01:00:00,Norte,345.53,640.0,3,218.95
2025-06-02 01:00:00,Sul,280.51,520.0,2,179.52
2025-06-02 01:00:00,Leste,204.98,420.0,1,140.34
2025-06-02 01:00:00,Oeste,281.66,560.0,2,182.29
2025-06-02 01:00:00,Centro,393.27,800.0,3,252.6
2025-06-02 02:00:00,Norte,359.92,640.0,3,243.86
2025-06-02 02:00:00,Sul,274.91,520.0,2,179.7
2025-06-02 02:00:00,Leste,227.51,420.0,1,147.53
2025-06-02 02:00:00,Oeste,290.14,560.0,2,190.92
2025-06-02 02:00:00,Centro,402.85,800.0,3,275.13
2025-06-02 03:00:00,Norte,364.93,640.0,3,246.87
2025-06-02 03:00:00,Sul,220.21,520.0,2,151.22
2025-06-02 03:00:00,Leste,221.8,420.0,1,142.17
2025-06-02 03:00:00,Oeste,279.45,560.0,2,188.0
2025-06-02 03:00:00,Centro,437.6,800.0,3,291.92
2025-06-02 04:00:00,Norte,323.61,640.0,3,210.58
2025-06-02 04:00:00,Sul,277.31,520.0,2,179.74
2025-06-02 04:00:00,Leste,194.91,420.0,1,124.26
2025-06-02 04:00:00,Oeste,276.87,560.0,2,181.81
2025-06-02 04:00:00,Centro,472.44,800.0,3,294.14
2025-06-02 05:00:00,Norte,332.22,640.0,3,215.33
2025-06-02 05:00:00,Sul,266.26,520.0,2,180.28
2025-06-02 05:00:00,Leste,230.86,420.0,1,149.33
2025-06-02 05:00:00,Oeste,267.51,560.0,2,166.59
2025-06-02 05:00:00,Centro,397.72,800.0,3,268.44
2025-06-02 06:00:00,Norte,425.21,640.0,3,473.72
2025-06-02 06:00:00,Sul,365.73,520.0,2,405.21
2025-06-02 06:00:00,Leste,301.71,420.0,1,331.2
2025-06-02 06:00:00,Oeste,359.42,560.0,2,386.93
2025-06-02 06:00:00,Centro,569.66,800.0,3,622.5
2025-06-02 07:00:00,Norte,424.04,640.0,3,473.52
2025-06-02 07:00:00,Sul,334.59,520.0,2,379.9
2025-06-02 07:00:00,Leste,294.69,420.0,1,321.05
2025-06-02 07:00:00,Oeste,363.81,560.0,2,408.06
2025-06-02 07:00:00,Centro,502.12,800.0,3,545.89
2025-06-02 08:00:00,Norte,432.16,640.0,3,477.13
2025-06-02 08:00:00,Sul,351.32,520.0,2,389.17
2025-06-02 08:00:00,Leste,277.39,420.0,1,304.46
2025-06-02 08:00:00,Oeste,406.34,560.0,2,452.22
2025-06-02 08:00:00,Centro,525.61,800.0,3,596.2
2025-06-02 09:00:00,Norte,269.04,640.0,3,175.33
2025-06-02 09:00:00,Sul,273.9,520.0,2,183.36
2025-06-02 09:00:00,Leste,211.88,420.0,1,136.09
2025-06-02 09:00:00,Oeste,293.12,560.0,2,189.39
2025-06-02 09:00:00,Centro,415.19,800.0,3,246.15
2025-06-02 10:00:00,Norte,329.77,640.0,3,209.14
2025-06-02 10:00:00,Sul,279.57,520.0,2,185.9
2025-06-02 10:00:00,Leste,222.24,420.0,1,142.66
2025-06-02 10:00:00,Oeste,289.72,560.0,2,186.34
2025-06-02 10:00:00,Centro,406.88,800.0,3,263.37
2025-06-02 11:00:00,Norte,297.69,640.0,3,205.27
2025-06-02 11:00:00,Sul,275.05,520.0,2,167.47
2025-06-02 11:00:00,Leste,225.01,420.0,1,139.98
2025-06-02 11:00:00,Oeste,274.8,560.0,2,175.42
2025-06-02 11:00:00,Centro,382.89,800.0,3,250.72
2025-06-02 12:00:00,Norte,311.67,640.0,3,193.56
2025-06-02 12:00:00,Sul,259.88,520.0,2,170.82
2025-06-02 12:00:00,Leste,239.73,420.0,1,153.84
2025-06-02 12:00:00,Oeste,253.36,560.0,2,162.76
2025-06-02 12:00:00,Centro,420.9,800.0,3,266.15
2025-06-02 13:00:00,Norte,301.54,640.0,3,199.34
2025-06-02 13:00:00,Sul,259.77,520.0,2,170.0
2025-06-02 13:00:00,Leste,199.43,420.0,1,126.33
2025-06-02 13:00:00,Oeste,272.74,560.0,2,176.44
2025-06-02 13:00:00,Centro,389.3,800.0,3,256.4
2025-06-02 14:00:00,Norte,334.01,640.0,3,220.77
2025-06-02 14:00:00,Sul,269.97,520.0,2,170.7
2025-06-02 14:00:00,Leste,191.19,420.0,1,127.34
2025-06-02 14:00:00,Oeste,280.28,560.0,2,182.87
2025-06-02 14:00:00,Centro,362.89,800.0,3,234.34
2025-06-02 15:00:00,Norte,303.68,640.0,3,192.14
2025-06-02 15:00:00,Sul,246.9,520.0,2,153.11
2025-06-02 15:00:00,Leste,211.43,420.0,1,142.36
2025-06-02 15:00:00,Oeste,264.15,560.0,2,172.2
2025-06-02 15:00:00,Centro,365.05,800.0,3,242.19
2025-06-02 16:00:00,Norte,367.71,640.0,3,229.94
2025-06-02 16:00:00,Sul,255.27,520.0,2,173.2
2025-06-02 16:00:00,Leste,216.18,420.0,1,141.01
2025-06-02 16:00:00,Oeste,234.23,560.0,2,151.55
2025-06-02 16:00:00,Centro,429.38,800.0,3,291.43
2025-06-02 17:00:00,Norte,336.42,640.0,3,214.77
2025-06-02 17:00:00,Sul,245.72,520.0,2,150.78
2025-06-02 17:00:00,Leste,191.93,420.0,1,129.06
2025-06-02 17:00:00,Oeste,277.43,560.0,2,172.9
2025-06-02 17:00:00,Centro,442.21,800.0,3,272.64
2025-06-02 18:00:00,Norte,464.27,640.0,3,507.7
2025-06-02 18:00:00,Sul,358.06,520.0,2,398.73
2025-06-02 18:00:00,Leste,287.91,420.0,1,324.02
2025-06-02 18:00:00,Oeste,378.36,560.0,2,413.72
2025-06-02 18:00:00,Centro,518.82,800.0,3,555.71
2025-06-02 19:00:00,Norte,414.21,640.0,3,463.77
2025-06-02 19:00:00,Sul,368.17,520.0,2,415.23
2025-06-02 19:00:00,Leste,329.33,420.0,1,366.96
2025-06-02 19:00:00,Oeste,389.22,560.0,2,417.91
2025-06-02 19:00:00,Centro,532.23,800.0,3,608.83
2025-06-02 20:00:00,Norte,445.56,640.0,3,488.89
2025-06-02 20:00:00,Sul,357.44,520.0,2,379.63
2025-06-02 20:00:00,Leste,269.48,420.0,1,289.37
2025-06-02 20:00:00,Oeste,330.11,560.0,2,368.2
2025-06-02 20:00:00,Centro,570.9,800.0,3,625.97
2025-06-02 21:00:00,Norte,440.87,640.0,3,476.08
2025-06-02 21:00:00,Sul,360.42,520.0,2,401.96
2025-06-02 21:00:00,Leste,309.28,420.0,1,349.86
2025-06-02 21:00:00,Oeste,388.92,560.0,2,426.82
2025-06-02 21:00:00,Centro,513.56,800.0,3,558.7
2025-06-02 22:00:00,Norte,335.79,640.0,3,222.06
2025-06-02 22:00:00,Sul,260.39,520.0,2,177.92
2025-06-02 22:00:00,Leste,220.9,420.0,1,143.66
2025-06-02 22:00:00,Oeste,275.72,560.0,2,179.64
2025-06-02 22:00:00,Centro,369.63,800.0,3,233.02
2025-06-02 23:00:00,Norte,328.9,640.0,3,209.94
2025-06-02 23:00:00,Sul,254.36,520.0,2,171.54
2025-06-02 23:00:00,Leste,206.76,420.0,1,139.83
2025-06-02 23:00:00,Oeste,279.81,560.0,2,190.37
2025-06-02 23:00:00,Centro,414.86,800.0,3,255.07
2025-06-03 00:00:00,Norte,351.7,640.0,3,227.15
2025-06-03 00:00:00,Sul,219.14,520.0,2,142.94
2025-06-03 00:00:00,Leste,212.61,420.0,1,132.71
2025-06-03 00:00:00,Oeste,266.4,560.0,2,176.08
2025-06-03 00:00:00,Centro,445.19,800.0,3,299.53
2025-06-03 01:00:00,Norte,351.3,640.0,3,236.22
2025-06-03 01:00:00,Sul,208.32,520.0,2,132.38
2025-06-03 01:00:00,Leste,213.15,420.0,1,127.09
2025-06-03 01:00:00,Oeste,297.25,560.0,2,198.51
2025-06-03 01:00:00,Centro,375.19,800.0,3,241.02
2025-06-03 02:00:00,Norte,295.95,640.0,3,192.26
2025-06-03 02:00:00,Sul,259.16,520.0,2,168.42
2025-06-03 02:00:00,Leste,192.83,420.0,1,126.83
2025-06-03 02:00:00,Oeste,272.36,560.0,2,182.21
2025-06-03 02:00:00,Centro,410.02,800.0,3,254.34
2025-06-03 03:00:00,Norte,283.07,640.0,3,184.39
2025-06-03 03:00:00,Sul,249.91,520.0,2,164.79
2025-06-03 03:00:00,Leste,223.54,420.0,1,145.39
2025-06-03 03:00:00,Oeste,242.25,560.0,2,151.67
2025-06-03 03:00:00,Centro,418.32,800.0,3,263.12
2025-06-03 04:00:00,Norte,348.39,640.0,3,225.82
2025-06-03 04:00:00,Sul,270.81,520.0,2,171.24
2025-06-03 04:00:00,Leste,208.32,420.0,1,123.07
2025-06-03 04:00:00,Oeste,275.34,560.0,2,182.13
2025-06-03 04:00:00,Centro,371.3,800.0,3,235.09
2025-06-03 05:00:00,Norte,318.64,640.0,3,207.53
2025-06-03 05:00:00,Sul,243.19,520.0,2,161.36
2025-06-03 05:00:00,Leste,182.35,420.0,1,122.59
2025-06-03 05:00:00,Oeste,248.56,560.0,2,157.47
2025-06-03 05:00:00,Centro,442.62,800.0,3,278.9
2025-06-03 06:00:00,Norte,389.68,640.0,3,429.24
2025-06-03 06:00:00,Sul,331.87,520.0,2,357.65
2025-06-03 06:00:00,Leste,271.72,420.0,1,294.85
2025-06-03 06:00:00,Oeste,356.16,560.0,2,384.45
2025-06-03 06:00:00,Centro,591.59,800.0,3,642.79
2025-06-03 07:00:00,Norte,456.87,640.0,3,489.72
2025-06-03 07:00:00,Sul,362.32,520.0,2,389.49
2025-06-03 07:00:00,Leste,275.8,420.0,1,306.89
2025-06-03 07:00:00,Oeste,366.11,560.0,2,388.33
2025-06-03 07:00:00,Centro,522.33,800.0,3,572.92
2025-06-03 08:00:00,Norte,446.68,640.0,3,482.43
2025-06-03 08:00:00,Sul,344.8,520.0,2,379.71
2025-06-03 08:00:00,Leste,255.79,420.0,1,280.82
2025-06-03 08:00:00,Oeste,359.45,560.0,2,398.54
2025-06-03 08:00:00,Centro,536.47,800.0,3,588.33
2025-06-03 09:00:00,Norte,258.19,640.0,3,167.26
2025-06-03 09:00:00,Sul,252.29,520.0,2,159.23
2025-06-03 09:00:00,Leste,201.42,420.0,1,125.83
2025-06-03 09:00:00,Oeste,283.9,560.0,2,188.28
2025-06-03 09:00:00,Centro,419.11,800.0,3,268.06
2025-06-03 10:00:00,Norte,363.0,640.0,3,242.15
2025-06-03 10:00:00,Sul,240.28,520.0,2,155.51
2025-06-03 10:00:00,Leste,182.62,420.0,1,118.27
2025-06-03 10:00:00,Oeste,295.96,560.0,2,199.88
2025-06-03 10:00:00,Centro,386.61,800.0,3,237.47
2025-06-03 11:00:00,Norte,315.65,640.0,3,213.77
2025-06-03 11:00:00,Sul,262.99,520.0,2,177.65
2025-06-03 11:00:00,Leste,223.91,420.0,1,152.53
2025-06-03 11:00:00,Oeste,293.41,560.0,2,186.82
2025-06-03 11:00:00,Centro,414.27,800.0,3,290.3
2025-06-03 12:00:00,Norte,306.74,640.0,3,187.99
2025-06-03 12:00:00,Sul,303.76,520.0,2,199.93
2025-06-03 12:00:00,Leste,199.47,420.0,1,127.23
2025-06-03 12:00:00,Oeste,245.5,560.0,2,163.03
2025-06-03 12:00:00,Centro,404.58,800.0,3,257.86
2025-06-03 13:00:00,Norte,309.17,640.0,3,198.31
2025-06-03 13:00:00,Sul,282.2,520.0,2,182.4
2025-06-03 13:00:00,Leste,233.18,420.0,1,147.66
2025-06-03 13:00:00,Oeste,266.29,560.0,2,170.52
2025-06-03 13:00:00,Centro,382.76,800.0,3,248.1
2025-06-03 14:00:00,Norte,346.25,640.0,3,233.44
2025-06-03 14:00:00,Sul,237.7,520.0,2,160.58
2025-06-03 14:00:00,Leste,211.6,420.0,1,144.26
2025-06-03 14:00:00,Oeste,276.24,560.0,2,174.93
2025-06-03 14:00:00,Centro,425.26,800.0,3,281.72
2025-06-03 15:00:00,Norte,308.26,640.0,3,200.5
2025-06-03 15:00:00,Sul,262.72,520.0,2,172.4
2025-06-03 15:00:00,Leste,181.19,420.0,1,113.41
2025-06-03 15:00:00,Oeste,281.24,560.0,2,184.27
2025-06-03 15:00:00,Centro,383.22,800.0,3,235.6
2025-06-03 16:00:00,Norte,354.39,640.0,3,228.17
2025-06-03 16:00:00,Sul,238.23,520.0,2,162.45
2025-06-03 16:00:00,Leste,229.02,420.0,1,153.62
2025-06-03 16:00:00,Oeste,298.7,560.0,2,197.55
2025-06-03 16:00:00,Centro,368.84,800.0,3,239.97
2025-06-03 17:00:00,Norte,329.1,640.0,3,218.08
2025-06-03 17:00:00,Sul,269.89,520.0,2,169.99
2025-06-03 17:00:00,Leste,199.84,420.0,1,128.57
2025-06-03 17:00:00,Oeste,275.62,560.0,2,174.34
2025-06-03 17:00:00,Centro,341.65,800.0,3,213.76
2025-06-03 18:00:00,Norte,439.87,640.0,3,483.76
2025-06-03 18:00:00,Sul,363.06,520.0,2,385.66
2025-06-03 18:00:00,Leste,276.51,420.0,1,309.09
2025-06-03 18:00:00,Oeste,334.05,560.0,2,360.22
2025-06-03 18:00:00,Centro,486.7,800.0,3,547.16
2025-06-03 19:00:00,Norte,432.79,640.0,3,471.1
2025-06-03 19:00:00,Sul,354.12,520.0,2,388.89
2025-06-03 19:00:00,Leste,298.7,420.0,1,335.56
2025-06-03 19:00:00,Oeste,398.49,560.0,2,441.07
2025-06-03 19:00:00,Centro,564.43,800.0,3,630.05
2025-06-03 20:00:00,Norte,461.83,640.0,3,491.05
2025-06-03 20:00:00,Sul,358.19,520.0,2,394.57
2025-06-03 20:00:00,Leste,286.18,420.0,1,313.37
2025-06-03 20:00:00,Oeste,376.35,560.0,2,417.71
2025-06-03 20:00:00,Centro,546.37,800.0,3,602.41
2025-06-03 21:00:00,Norte,404.53,640.0,3,434.82
2025-06-03 21:00:00,Sul,335.44,520.0,2,357.03
2025-06-03 21:00:00,Leste,274.82,420.0,1,297.64
2025-06-03 21:00:00,Oeste,337.76,560.0,2,358.44
2025-06-03 21:00:00,Centro,524.96,800.0,3,571.37
2025-06-03 22:00:00,Norte,375.65,640.0,3,250.66
2025-06-03 22:00:00,Sul,243.74,520.0,2,156.0
2025-06-03 22:00:00,Leste,193.01,420.0,1,122.42
2025-06-03 22:00:00,Oeste,272.14,560.0,2,176.62
2025-06-03 22:00:00,Centro,380.06,800.0,3,253.29
2025-06-03 23:00:00,Norte,336.49,640.0,3,231.88
2025-06-03 23:00:00,Sul,232.77,520.0,2,154.45
2025-06-03 23:00:00,Leste,203.71,420.0,1,125.87
2025-06-03 23:00:00,Oeste,273.25,560.0,2,168.63
2025-06-03 23:00:00,Centro,399.13,800.0,3,281.28
2025-06-04 00:00:00,Norte,353.41,640.0,3,242.58
2025-06-04 00:00:00,Sul,284.84,520.0,2,176.33
2025-06-04 00:00:00,Leste,216.95,420.0,1,141.64
2025-06-04 00:00:00,Oeste,289.73,560.0,2,182.31
2025-06-04 00:00:00,Centro,336.56,800.0,3,232.93
2025-06-04 01:00:00,Norte,350.53,640.0,3,230.0
2025-06-04 01:00:00,Sul,249.79,520.0,2,163.28
2025-06-04 01:00:00,Leste,189.16,420.0,1,126.58
2025-06-04 01:00:00,Oeste,283.7,560.0,2,183.55
2025-06-04 01:00:00,Centro,386.24,800.0,3,250.54
2025-06-04 02:00:00,Norte,323.38,640.0,3,207.59
2025-06-04 02:00:00,Sul,280.01,520.0,2,183.18
2025-06-04 02:00:00,Leste,208.41,420.0,1,131.87
2025-06-04 02:00:00,Oeste,307.28,560.0,2,207.7
2025-06-04 02:00:00,Centro,422.05,800.0,3,258.77
2025-06-04 03:00:00,Norte,311.08,640.0,3,208.38
2025-06-04 03:00:00,Sul,260.77,520.0,2,176.15
2025-06-04 03:00:00,Leste,202.63,420.0,1,134.94
2025-06-04 03:00:00,Oeste,291.75,560.0,2,175.36
2025-06-04 03:00:00,Centro,387.01,800.0,3,249.72
2025-06-04 04:00:00,Norte,303.95,640.0,3,192.14
2025-06-04 04:00:00,Sul,293.07,520.0,2,189.79
2025-06-04 04:00:00,Leste,223.26,420.0,1,139.14
2025-06-04 04:00:00,Oeste,233.45,560.0,2,149.53
2025-06-04 04:00:00,Centro,413.03,800.0,3,262.5
2025-06-04 05:00:00,Norte,333.58,640.0,3,222.18
2025-06-04 05:00:00,Sul,250.67,520.0,2,162.64
2025-06-04 05:00:00,Leste,197.61,420.0,1,132.72
2025-06-04 05:00:00,Oeste,319.61,560.0,2,210.92
2025-06-04 05:00:00,Centro,383.84,800.0,3,244.08
2025-06-04 06:00:00,Norte,424.86,640.0,3,474.91
2025-06-04 06:00:00,Sul,335.25,520.0,2,378.69
2025-06-04 06:00:00,Leste,262.97,420.0,1,289.22
2025-06-04 06:00:00,Oeste,407.51,560.0,2,462.8
2025-06-04 06:00:00,Centro,526.97,800.0,3,588.02
2025-06-04 07:00:00,Norte,496.77,640.0,3,558.05
2025-06-04 07:00:00,Sul,305.42,520.0,2,337.68
2025-06-04 07:00:00,Leste,323.42,420.0,1,348.25
2025-06-04 07:00:00,Oeste,398.46,560.0,2,421.67
2025-06-04 07:00:00,Centro,590.81,800.0,3,639.93
2025-06-04 08:00:00,Norte,452.68,640.0,3,506.2
2025-06-04 08:00:00,Sul,293.14,520.0,2,314.07
2025-06-04 08:00:00,Leste,289.04,420.0,1,309.14
2025-06-04 08:00:00,Oeste,377.55,560.0,2,408.15
2025-06-04 08:00:00,Centro,582.97,800.0,3,635.33
2025-06-04 09:00:00,Norte,296.58,640.0,3,196.59
2025-06-04 09:00:00,Sul,285.43,520.0,2,184.64
2025-06-04 09:00:00,Leste,214.7,420.0,1,141.67
2025-06-04 09:00:00,Oeste,268.93,560.0,2,168.42
2025-06-04 09:00:00,Centro,417.04,800.0,3,268.13
2025-06-04 10:00:00,Norte,284.97,640.0,3,190.1
2025-06-04 10:00:00,Sul,269.04,520.0,2,175.64
2025-06-04 10:00:00,Leste,197.34,420.0,1,127.39
2025-06-04 10:00:00,Oeste,293.66,560.0,2,193.73
2025-06-04 10:00:00,Centro,373.6,800.0,3,236.1
2025-06-04 11:00:00,Norte,328.77,640.0,3,214.91
2025-06-04 11:00:00,Sul,277.65,520.0,2,174.04
2025-06-04 11:00:00,Leste,225.48,420.0,1,154.51
2025-06-04 11:00:00,Oeste,301.26,560.0,2,196.61
2025-06-04 11:00:00,Centro,429.0,800.0,3,267.81
2025-06-04 12:00:00,Norte,308.65,640.0,3,213.34
2025-06-04 12:00:00,Sul,226.0,520.0,2,141.67
2025-06-04 12:00:00,Leste,223.82,420.0,1,142.54
2025-06-04 12:00:00,Oeste,267.34,560.0,2,167.79
2025-06-04 12:00:00,Centro,453.83,800.0,3,289.46
2025-06-04 13:00:00,Norte,312.89,640.0,3,192.03
2025-06-04 13:00:00,Sul,276.02,520.0,2,179.36
2025-06-04 13:00:00,Leste,218.38,420.0,1,148.85
2025-06-04 13:00:00,Oeste,283.43,560.0,2,177.47
2025-06-04 13:00:00,Centro,367.57,800.0,3,239.53
2025-06-04 14:00:00,Norte,353.81,640.0,3,221.49
2025-06-04 14:00:00,Sul,254.87,520.0,2,164.93
2025-06-04 14:00:00,Leste,221.04,420.0,1,139.74
2025-06-04 14:00:00,Oeste,286.98,560.0,2,191.04
2025-06-04 14:00:00,Centro,398.79,800.0,3,258.43
2025-06-04 15:00:00,Norte,335.84,640.0,3,222.2
2025-06-04 15:00:00,Sul,286.17,520.0,2,179.84
2025-06-04 15:00:00,Leste,230.67,420.0,1,148.88
2025-06-04 15:00:00,Oeste,254.49,560.0,2,162.6
2025-06-04 15:00:00,Centro,360.52,800.0,3,232.89
2025-06-04 16:00:00,Norte,346.47,640.0,3,209.62
2025-06-04 16:00:00,Sul,235.41,520.0,2,156.63
2025-06-04 16:00:00,Leste,204.94,420.0,1,136.46
2025-06-04 16:00:00,Oeste,250.26,560.0,2,162.41
2025-06-04 16:00:00,Centro,316.61,800.0,3,200.44
2025-06-04 17:00:00,Norte,338.94,640.0,3,228.55
